CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"9099","PSYC 409L","1","Behvr Medicine/Hlth Psyc Lab","1","","Lab","W","1800-2045","FORBES 2088","Berry, Thomas","0","Closed",
"9100","PSYC 409L","2","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1800-1915","FORBES 2088","Berry, Thomas","0","Closed",
"9101","PSYC 420","1","Human Sexuality","3","","Lec","TR","1330-1445","FORBES 2070E","Frieden, Fredrick","0","Closed",
"9102","PSYC 428","1","Cognitive Development","3","","Lec","TR","0930-1045","FORBES 2074","Cartwright, Kelly","0","Closed",
"9103","PSYC 428L","1","Cognitive Development Lab","1","","Lab","TR","1100-1215","FORBES 2009","Cartwright, Kelly","0","Closed",
"9104","PSYC 428L","2","Cognitive Development Lab","1","","Lab","TR","1330-1445","FORBES 2009","Cartwright, Kelly","0","Closed",
"9105","PSYC 444","1","Psychology of Creat/Crit Think","3","","Lec","MWF","1100-1150","FORBES 2070A","Dow, Gayle","0","Closed",
"9106","PSYC 444L","1","Psyc of Creat/Crit Think Lab","1","","Lab","MWF","1200-1250","FORBES 2002","Dow, Gayle","0","Closed",
"9107","PSYC 451","1","Adv Stat and Multivar Analysis","3","","Lec","MWF","1300-1350","FORBES 2090","Marshall, Timothy","0","Closed",
"9108","PSYC 451L","1","Adv Stat &amp; Multivar Anyls Lab","1","","Lab","MWF","1400-1450","FORBES 2090","Marshall, Timothy","0","Closed",
"9109","PSYC 490","1","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1200-1250","FORBES 2070C","Doolittle, Dorothy","0","Closed",
"9110","PSYC 490","2","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2002","Hart, Jason","0","Closed",
"9111","PSYC 490","3","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1330-1445","FORBES 2002","Hart, Jason","0","Closed",
"9112","PSYC 490","4","WI: Senior Seminar in Psych","3","  WI","Lec","TR","0930-1045","FORBES 2009","Lange, Michelle","4","Open",
"9113","PSYC 491","1","Practicum in Psychology","3","","Lec","MWF","1200-1250","FORBES 2009","Greenlee, Shelia","8","Open",
"9358","PSYC 499","1","IND ST: Mental Toughness","1","","Ind","","","ARR ","Stone, Lindsey","0","Closed",
"9404","PSYC 499","2","IND ST: Impostor Phenomenon","3","","Ind","","","ARR ","Greenlee, Shelia","0","Closed",
"9405","PSYC 499","3","IND ST: Psych of Video Games","2","","Ind","","","ARR ","Lee, Sherman","0","Closed",
"9417","PSYC 499","4","IND ST: Synesthesia &amp; Trauma","2","","Ind","","","ARR ","Lange, Michelle","0","Closed",
"9418","PSYC 499","5","IND ST: ACES &amp; Psych Outcomes","3","","Ind","","","ARR ","Lange, Michelle","0","Closed",
"9114","PSYC 521","1","Reading Acquisition &amp; Devlpmnt","3","","Lec","M","1600-1845","FORBES 2002","Savage, Donna","0","Closed",
"9116","PSYC 535","1","Exceptional Learner","3","","Lec","R","1630-1915","FORBES 2009","Sulzberger, Robert","0","Closed",
"9117","PSYC 544","1","Assessment of Learning","3","","Lec","W","1600-1845","FORBES 2009","Antaramian, Susan","11","Open",
"8545","RSTD 211","1","Religions of the East","3","  AIGM","Lec","MWF","0900-0950","MCM 200D","Thompson, John","0","Closed",
"8546","RSTD 211","2","Religions of the East","3","  AIGM","Lec","MWF","1000-1050","MCM 200D","Timani, Hussam","0","Closed",
"8547","RSTD 211","3","Religions of the East","3","  AIGM","Lec","TR","1500-1615","MCM 101","Schweig, Graham","0","Closed",
"8548","RSTD 211","4","Religions of the East","3","  AIGM","Lec","TR","1630-1745","MCM 101","Schweig, Graham","0","Closed",
"8549","RSTD 212","1","Religions of the West","3","  AIWT","Lec","MWF","1500-1550","MCM 316","Gardner, Patrick","0","Closed",
"8550","RSTD 212","2","Religions of the West","3","  AIWT","Lec","TR","1100-1215","MCM 200C","Gardner, Patrick","0","Closed",
"8551","RSTD 212","3","Religions of the West","3","  AIWT","Lec","TR","1330-1445","MCM 257","Freund, Richard","0","Closed",
"8552","RSTD 212","4","Religions of the West","3","  AIWT","Lec","TR","1500-1615","MCM 257","Freund, Richard","0","Closed",
"8553","RSTD 218","1","The Qur&#39;an","3","  AIGM","Lec","MWF","1200-1250","MCM 307","Timani, Hussam","12","Open",
"8554","RSTD 232","1","The Vision of Christianity","3","  AIWT","Lec","TR","0930-1045","MCM 366","Strehle, Stephen","0","Closed",
"8555","RSTD 319","1","Religion and American Identity","3","","Lec","MWF","1100-1150","MCM 216","Hutchinson, Dawn","6","Open",
"8556","RSTD 321","1","The Church and State","3","  AIWT","Lec","MW","1600-1715","MCM 307","Strehle, Stephen","6","Open",
"8557","RSTD 326","1","WI:  Religion in the Movies","3","  WI","Lec","T","1930-2215","MCM 164","Redick, Kip","0","Closed",
"8558","RSTD 335","1","Primal Religions-Myth/Ritual","3","  AIGM","Lec","TR","1630-1745","TRIB 1210","Redick, Kip","5","Open",
"8561","RSTD 361","1","Hebrew Bible","3","  AIWT","Lec","TR","1930-2045","MCM 114","Freund, Richard","9","Open",
"8562","RSTD 395","1","SPC TP: Love &amp; Rel of Heart","3","","Lec","W","1800-2045","MCM 164","Schweig, Graham","16","Open",
"9348","RSTD 499","1","IND ST: Buddhist Enlightenment","3","","Ind","","","ARR ","Thompson, John","0","Closed",
"9371","SA 300","S01","SA:CNU in Scotland","0","","Lec","","","ARR ","","0","Closed",
"9374","SA 300","S03","SA: CIMBA Italy","0","","Lec","","","ARR ","","0","Closed",
"9375","SA 300","S04","SA: CIS Australia","0","","Lec","","","ARR ","","0","Closed",
"9376","SA 300","S05","SA: CIS Newcastle","0","","Lec","","","ARR ","","0","Closed",
"9377","SA 300","S06","SA: Discover Abroad","0","","Lec","","","ARR ","","0","Closed",
"9378","SA 300","S07","SA: Florence Univ of the Arts","0","","Lec","","","ARR ","","0","Closed",
"9379","SA 300","S08","SA: IAU College","0","","Lec","","","ARR ","","0","Closed",
"9380","SA 300","S09","SA: ISA Madrid","0","","Lec","","","ARR ","","1","Open",
"9381","SA 300","S10","SA: ISA Seville","0","","Lec","","","ARR ","","0","Closed",
"9382","SA 300","S11","SA: Junior Year in Munich","0","","Lec","","","ARR ","","0","Closed",
"9383","SA 300","S12","SA: Maastricht University","0","","Lec","","","ARR ","","0","Closed",
"9384","SA 300","S13","SA: TEAN at Korea University","0","","Lec","","","ARR ","","0","Closed",
"9385","SA 300","S14","SA: TEAN Australia","0","","Lec","","","ARR ","","0","Closed",
"9437","SA 300","S15","SA: Avd Studies in England","0","","Lec","","","ARR ","","0","Closed",
"9438","SA 300","S16","SA: AIFS London","0","","Lec","","","ARR ","","0","Closed",
"9439","SA 300","S17","SA: CEA Amsterdam","0","","Lec","","","ARR ","","0","Closed",
"9440","SA 300","S18","SA: ISA Auckland","0","","Lec","","","ARR ","","0","Closed",
"9441","SA 300","S19","SA: ISA Prague","0","","Lec","","","ARR ","","0","Closed",
"9442","SA 300","S20","SA: ISA San Jose","0","","Lec","","","ARR ","","0","Closed",
"9443","SA 300","S21","SA: TEAN Griffith","0","","Lec","","","ARR ","","0","Closed",
"9319","SAXO 134","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Fatek, David","0","Closed",
"9320","SAXO 232","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Fatek, David","0","Closed",
"9321","SAXO 332","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Fatek, David","0","Closed",
"9386","SE 300","S15","SE: CNU Exchange (Rennes)","0","","Lec","","","ARR ","","0","Closed",
"9388","SE 300","S16","SE: CNU in Scotland","0","","Lec","","","ARR ","","0","Closed",
"9007","SOCL 201","1","Globalization and Society","3","  AIGM","Lec","MWF","1300-1350","LUTR 167","Garcia Sarduy, Yulia","0","Closed",
"9008","SOCL 201","2","Globalization and Society","3","  AIGM","Lec","MWF","1400-1450","LUTR 167","Garcia Sarduy, Yulia","0","Closed",
"9009","SOCL 205","1","Sociological Foundations","3","","Lec","TR","1100-1215","LUTR 167","Docka-Filipek, Danielle","0","Closed",
"9010","SOCL 205","2","Sociological Foundations","3","","Lec","TR","1500-1615","LUTR 167","Docka-Filipek, Danielle","0","Closed",
"9011","SOCL 205","3","Sociological Foundations","3","","Lec","MWF","0900-0950","LUTR 167","Harris, Jaime","0","Closed",
"9012","SOCL 205","4","Sociological Foundations","3","","Lec","TR","1630-1745","LUTR 167","Docka-Filipek, Danielle","0","Closed",
"9013","SOCL 205","5","Sociological Foundations","3","","Lec","MWF","1000-1050","LUTR 167","Harris, Jaime","0","Closed",
"9014","SOCL 306","1","Social Psychology","3","","Lec","MW","1600-1715","FORBES 2015","Hart, Jason","0","Closed",
"9015","SOCL 306","2","Social Psychology","3","","Lec","TR","0930-1045","FORBES 2015","Hart, Jason","0","Closed",
"9016","SOCL 308","1","The Urbanizing World","3","","Lec","TR","0800-0915","LUTR 167","Finn, John","0","Closed",
"9017","SOCL 308","2","The Urbanizing World","3","","Lec","TR","0930-1045","LUTR 167","Finn, John","0","Closed",
"9018","SOCL 309","1","The Refugee Experience","3","  AIGM","Lec","MWF","1100-1150","FORBES 3014","Timmer, Andria","1","Open",
"9281","SOCL 309","2","The Refugee Experience","3","  AIGM","Lec","MWF","1200-1250","FORBES 3014","Timmer, Andria","0","Closed",
"9019","SOCL 314","1","Education, Culture and Society","3","","Lec","TR","1630-1745","LUTR 170","Rochmes, Jane","0","Closed",
"9020","SOCL 314","2","Education, Culture and Society","3","","Lec","TR","1330-1445","FORBES 2074","Baird, Andrew","0","Closed",
"9021","SOCL 314","3","Education, Culture and Society","3","","Lec","TR","1500-1615","FORBES 2074","Baird, Andrew","0","Closed",
"9023","SOCL 314L","1","Educ, Culture and Society Lab","1","","Lab","M","1100-1215","MCM 200C","Powell, Linda","1","Open",
"9024","SOCL 314L","2","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","MCM 200C","Powell, Linda","3","Open",
"9025","SOCL 314L","3","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","ARR ","Traner, Susan","11","Open",
"9026","SOCL 315","1","Health and Healing","3","","Lec","MW","1600-1715","LUTR 170","Baird, Andrew","2","Open",
"9027","SOCL 316","1","Racial and Ethnic Relations","3","","Lec","T","1800-2045","LUTR 167","Rochmes, Jane","0","Closed",
"9028","SOCL 316","2","Racial and Ethnic Relations","3","","Lec","W","1800-2045","MCM 112","Rochmes, Jane","0","Closed",
"9030","SOCL 321","1","Criminology","3","","Lec","T","1800-2045","FORBES 2070C","Keener, Steven","0","Closed",
"9031","SOCL 321","2","Criminology","3","","Lec","W","1800-2045","MCM 160","Keener, Steven","0","Closed",
"9032","SOCL 335","1","Crime and Inequality","3","","Lec","TR","1500-1615","FORBES 2070C","Keener, Steven","0","Closed",
"9033","SOCL 335","2","Crime and Inequality","3","","Lec","TR","1630-1745","FORBES 2070C","Keener, Steven","1","Open",
"9262","SOCL 335","3","Crime and Inequality","3","","Lec","TR","1330-1445","LUTR 167","Briddell, Laine","0","Closed",
"9034","SOCL 340","1","Statistics for Social Research","3","","Lec","MWF","1400-1450","LUTR 347","Harris, Jaime","0","Closed",
"9035","SOCL 340","2","Statistics for Social Research","3","","Lec","MW","1800-1915","MCM 162","Baird, Andrew","0","Closed",
"9036","SOCL 340","3","Statistics for Social Research","3","","Lec","MWF","0800-0850","LUTR 157","Griffiths, Diane","0","Closed",
"9037","SOCL 340","4","Statistics for Social Research","3","","Lec","MWF","1300-1350","LUTR 157","Harris, Jaime","0","Closed",
"9247","SOCL 374","1","Substance Use &amp; Addiction","3","","Lec","MWF","1100-1150","FORBES 2070C","Briddell, Laine","0","Closed",
"9248","SOCL 374","2","Substance Use &amp; Addiction","3","","Lec","MWF","1000-1050","FORBES 2070C","Briddell, Laine","0","Closed",
"9038","SOCL 377","1","Women, Gender and Culture","3","  AIGM","Lec","MW","1600-1715","LUTR 167","Dick-Mosher, Jennifer","0","Closed",
"9039","SOCL 377","2","Women, Gender and Culture","3","  AIGM","Lec","MW","1800-1915","LUTR 167","Dick-Mosher, Jennifer","0","Closed",
"9040","SOCL 390","1","Sociological Theory","3","","Lec","MWF","1200-1250","FORBES 2070A","Lewis, Michael","0","Closed",
"9202","SOCL 395","1","SPC TP: Disability &amp; Society","3","","Lec","MWF","0900-0950","MCM 357","Dick-Mosher, Jennifer","4","Open",
"9203","SOCL 395","2","SPC TP: Disability &amp; Society","3","","Lec","MWF","1000-1050","MCM 357","Dick-Mosher, Jennifer","0","Closed",
"9390","SOCL 395","S18","TC:Edu, Culture, &amp; Society","1","","Lec","","","ARR ","","1","Open",
"9042","SOCL 470","2","WI: Methods of Inquiry","3","  WI","Lec","TR","1100-1215","FORBES 2070C","Timmer, Andria","0","Closed",
"9043","SOCL 480","1","WI:Research Methods and Design","3","  WI","Lec","TR","0930-1045","LUTR 157","Briddell, Laine","0","Closed",
"9044","SOCL 480","2","WI:Research Methods and Design","3","  WI","Lec","TR","0930-1045","FORBES 2014","Waldron, Linda","0","Closed",
"9045","SOCL 490","1","WI:Senior Seminar","3","  WI","Lec","TR","1100-1215","MCM 316","Loy, Christopher","10","Open",
"9046","SOCL 491","1","Practicum in Sociology","3","","Pra","","","ARR ","Loy, Christopher","0","Closed",
"9403","SOCL 492","1","IND ST: Undrstndng Archaeology","3","","Ind","","","ARR ","Timmer, Andria","0","Closed",
"9365","SOCL 499","1","IND ST: Mass Shootings &amp; Socie","3","","Ind","","","ARR ","Waldron, Linda","0","Closed",
"9419","SOCL 499","2","IND ST: Reentry Process Impact","3","","Ind","","","ARR ","Keener, Steven","0","Closed",
"9047","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1100-1215","FORBES 2070E","Valutis, Stephanie","8","Open",
"9048","SOWK 211","1","Human Behavior II","3","","Lec","TR","1330-1445","LUTR 170","Valutis, Stephanie","7","Open",
"9049","SOWK 302","1","Social Work Practice II","3","","Lec","TR","0930-1045","FORBES 2070C","Russett, Jill","2","Open",
"9050","SOWK 366","1","Social Policy Analysis","3","","Lec","TR","0800-0915","LUTR 142","Griffiths, Diane","2","Open",
"9051","SOWK 374","1","Substance Use &amp; Addiction","3","","Lec","MWF","1100-1150","FORBES 2070C","Briddell, Laine","0","Closed",
"9052","SOWK 374","2","Substance Use &amp; Addiction","3","","Lec","MWF","1000-1050","FORBES 2070C","Briddell, Laine","0","Closed",
"9053","SOWK 402","1","WI: Field Instruction II","6","  WI","Lec","M","1200-1350","ARR ","Griffiths, Diane","2","Open",
"9054","SOWK 402","2","WI: Field Instruction II","6","  WI","Lec","W","1200-1350","ARR ","Griffiths, Diane","2","Open",
"9055","SOWK 402","3","WI: Field Instruction II","6","  WI","Lec","W","1200-1350","ARR ","Russett, Jill","2","Open",
"9056","SOWK 498","1","Senior Seminar in Social Work","3","","Lec","MW","1800-1915","MCM 360","Valutis, Stephanie","6","Open",
"8664","SPAN 101","1","Beginning Spanish I","3","","Lec","MWF","0800-0850","MCM 112","Poosson, Sylvain","0","Closed",
"8665","SPAN 101","2","Beginning Spanish I","3","","Lec","MWF","1000-1050","MCM 307","Deller, Camelia","0","Closed",
"8666","SPAN 101","3","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 307","Deller, Camelia","0","Closed",
"8667","SPAN 102","1","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 114","Valdez, Elena","0","Closed",
"8668","SPAN 102","2","Beginning Spanish II","3","","Lec","MWF","0900-0950","MCM 114","Valdez, Elena","0","Closed",
"8669","SPAN 102","3","Beginning Spanish II","3","","Lec","MWF","1300-1350","MCM 314","Valdez, Elena","0","Closed",
"8670","SPAN 102","4","Beginning Spanish II","3","","Lec","MWF","1100-1150","MCM 162","Freeman, Donna","0","Closed",
"8671","SPAN 102","5","Beginning Spanish II","3","","Lec","MWF","1300-1350","MCM 164","Freeman, Donna","0","Closed",
"8672","SPAN 200","1","Eff Comm in Spanish","3","  LLFL","Lec","TR","1100-1215","MCM 210","Gordon, Rocio","0","Closed",
"8681","SPAN 200","10","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1400-1450","MCM 164","Freeman, Donna","0","Closed",
"8682","SPAN 200","11","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 112","Jelambi, Graciela","0","Closed",
"8683","SPAN 200","12","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 112","Jelambi, Graciela","0","Closed",
"8684","SPAN 200","13","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1500-1550","MCM 160","Sevilla, Vallarie","0","Closed",
"8685","SPAN 200","14","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 160","Morales-Diaz, Marisol","0","Closed",
"8686","SPAN 200","15","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0800-0850","MCM 316","Caballero, Sandra","0","Closed",
"8687","SPAN 200","16","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 207","Caballero, Sandra","0","Closed",
"8688","SPAN 200","17","Eff Comm in Spanish","3","  LLFL","Lec","MW","1600-1715","MCM 112","Ramirez, Leidimar","0","Closed",
"8673","SPAN 200","2","Eff Comm in Spanish","3","  LLFL","Lec","TR","1330-1445","MCM 212","Gordon, Rocio","0","Closed",
"8674","SPAN 200","3","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 210","Deller, Camelia","0","Closed",
"8675","SPAN 200","4","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0800-0850","MCM 260","Reynolds, Lauren","0","Closed",
"8676","SPAN 200","5","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","MCM 260","Reynolds, Lauren","0","Closed",
"8677","SPAN 200","6","Eff Comm in Spanish","3","  LLFL","Lec","TR","0930-1045","MCM 162","Miller, Elaine","0","Closed",
"8678","SPAN 200","7","Eff Comm in Spanish","3","  LLFL","Lec","TR","1330-1445","MCM 162","Miller, Elaine","0","Closed",
"8679","SPAN 200","8","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 160","Finley, Sarah","0","Closed",
"8680","SPAN 200","9","Eff Comm in Spanish","3","  LLFL","Lec","TR","0930-1045","MCM 160","Poosson, Sylvain","0","Closed",
"8689","SPAN 201","1","Intermediate Spanish I","3","  LLFL","Lec","MWF","1000-1050","MCM 260","Cahill-Velardi, Danielle","0","Closed",
"8690","SPAN 202","1","Intermediate Spanish II","3","  LLFL","Lec","MWF","1100-1150","MCM 260","Cahill-Velardi, Danielle","0","Closed",
"8691","SPAN 202","2","Intermediate Spanish II","3","  LLFL","Lec","MWF","1300-1350","MCM 260","Cahill-Velardi, Danielle","0","Closed",
"8692","SPAN 202","3","Intermediate Spanish II","3","  LLFL","Lec","MWF","1400-1450","MCM 260","Cahill-Velardi, Danielle","1","Open",
"8693","SPAN 302","1","Adv Spanish Conversation","3","  LLFL","Lec","TR","0930-1045","MCM 364","Varo Varo, Alonso","1","Open",
"8694","SPAN 302","2","Adv Spanish Conversation","3","  LLFL","Lec","TR","1500-1615","MCM 114","Varo Varo, Alonso","0","Closed",
"8695","SPAN 303","1","Spanish in the Digital Age","3","  LLFL","Lec","MWF","1200-1250","LUTR 109","Reynolds, Lauren","0","Closed",
"8696","SPAN 303","2","Spanish in the Digital Age","3","  LLFL","Lec","MWF","1400-1450","MCM 110","Reynolds, Lauren","1","Open",
"8697","SPAN 321","1","Techiques of Translation","3","  LLFL","Lec","TR","0930-1045","MCM 114","Finley, Sarah","5","Open",
"8698","SPAN 321","2","Techiques of Translation","3","  LLFL","Lec","TR","1100-1215","MCM 114","Finley, Sarah","0","Closed",
"8699","SPAN 352","1","Intro to Latin-American Lit","3","  AIGM  LLFL","Lec","MWF","1000-1050","MCM 114","Valdez, Elena","7","Open",
"9252","SPAN 399","1","IND ST:Teaching at Palmer","1","","Ind","","","ARR ","Cahill-Velardi, Danielle","0","Closed",
"9346","SPAN 399","2","IND ST: Intro Latin Am Lit II","3","","Ind","","","ARR ","Valdez, Elena","0","Closed",
"9415","SPAN 399","3","IND ST: Spanish Identity Marg","3","","Ind","","","ARR ","Varo Varo, Alonso","0","Closed",
"8700","SPAN 473","1","Hispanic Lit and Social Issues","3","  LLFL","Lec","TR","1330-1445","MCM 114","Varo Varo, Alonso","2","Open",
"9253","SPAN 499","1","IND ST: Teaching Practicum","2","  LLFL","Ind","","","ARR ","Cahill-Velardi, Danielle","0","Closed",
"9159","TCHG 510","1","Internship","8","","Int","MTWRF","0800-1550","ARR ","Timmer, Dale","4","Open",
"9168","TCHG 510","10","Internship","8","","Int","MTWRF","0800-1550","ARR ","Ankney, Kimberly","1","Open",
"9169","TCHG 510","11","Internship","8","","Int","MTWRF","0800-1550","ARR ","Stephenson, Barbara","3","Open",
"9170","TCHG 510","12","Internship","8","","Int","MTWRF","0800-1550","ARR ","VanDervort, Dorothy","2","Open",
"9171","TCHG 510","13","Internship","8","","Int","MTWRF","0800-1550","ARR ","Filetti, Jean","2","Open",
"9172","TCHG 510","14","Internship","8","","Int","MTWRF","0800-1550","ARR ","Schaeffer, Karen","2","Open",
"9160","TCHG 510","2","Internship","8","","Int","MTWRF","0800-1550","ARR ","Shepherd, Nicole","2","Open",
"9161","TCHG 510","3","Internship","8","","Int","MTWRF","0800-1550","ARR ","Johnson, Susan","2","Open",
"9162","TCHG 510","4","Internship","8","","Int","MTWRF","0800-1550","ARR ","Powell, Linda","4","Open",
"9163","TCHG 510","5","Internship","8","","Int","MTWRF","0800-1550","ARR ","Short, Cecelia","4","Open",
"9164","TCHG 510","6","Internship","8","","Int","MTWRF","0800-1550","ARR ","Kuster, George","3","Open",
"9165","TCHG 510","7","Internship","8","","Int","MTWRF","0800-1550","ARR ","Grau, Michelle","4","Open",
"9166","TCHG 510","8","Internship","8","","Int","MTWRF","0800-1550","ARR ","Wood, Elizabeth","2","Open",
"9167","TCHG 510","9","Internship","8","","Int","MTWRF","0800-1550","ARR ","Boyles, John","2","Open",
"9387","TCHG 550","S15","TC:Teaching Across Cultures","3","","Lec","","","ARR ","","0","Closed",
"9173","TCHG 580","1","Technology for Teachers","1","","Lec","MW","1600-1900","ARR ","Johnson, Pamela","0","Closed",
"9174","TCHG 580","2","Technology for Teachers","1","","Lec","T","1600-1900","ARR ","Johnson, Pamela","19","Open",
"9175","TCHG 580","3","Technology for Teachers","1","","Lec","MW","1600-1900","ARR ","Elgert, Elizabeth","1","Open",
"9176","TCHG 580","4","Technology for Teachers","1","","Lec","R","1600-1900","ARR ","Elgert, Elizabeth","10","Open",
"8396","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Ruffer, Colin","0","Closed",
"8397","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Torggler, Hunter","0","Closed",
"8398","THEA 130","3","Private Voice","1 - 2","","Lec","","","ARR ","Cullin, Amanda","0","Closed",
"9435","THEA 130","4","Private Voice","1 - 2","","Lec","","","ARR ","Roberts, Zebulum","0","Closed",
"8407","THEA 150","1","Drawing &amp; Drafting for Stage","3","  AICE","Lec","TR","1330-1445","FERG 222","Shuhy, David","0","Closed",
"8408","THEA 200L","1","Arts Administration Practicum","1","","Pra","W","1600-1650","FERG 223","Godwin, Laura","7","Open",
"8402","THEA 210","1","The Dramatic Impulse","3","  AICE","Lec","MWF","1000-1050","FERG 207","Ishee, Matthew","0","Closed",
"8409","THEA 210","2","The Dramatic Impulse","3","  AICE","Lec","TR","0930-1045","FERG 207","Saxton, Frances","0","Closed",
"8410","THEA 210","3","The Dramatic Impulse","3","  AICE","Lec","MWF","1200-1250","FERG 207","Ishee, Matthew","0","Closed",
"8399","THEA 232","1","Acting I","3","  AICE","Lec","MW","1430-1545","FERG T107","Lloyd, Gregg","0","Closed",
"8400","THEA 232","2","Acting I","3","  AICE","Lec","TR","1100-1215","FERG T107","Lloyd, Gregg","0","Closed",
"9229","THEA 232","3","Acting I","3","  AICE","Lec","MW","1100-1215","FERG T107","Stetkevych, Julian","0","Closed",
"9240","THEA 232","4","Acting I","3","  AICE","Lec","MW","0930-1045","FERG T107","Stetkevych, Julian","0","Closed",
"8412","THEA 250","1","Scene Design and Technology","3","  AICE","Lec","TR","0930-1045","FERG 221","Sweet, Tanya","0","Closed",
"8413","THEA 250L","1","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","0","Closed",
"8414","THEA 252","1","Costume Design and Technology","3","","Lec","MW","1100-1215","FERG 222","Jaremski, Kathleen","0","Closed",
"8403","THEA 257","1","Stage Mechanics","3","","Lec","TR","1100-1215","FERG 221","Sweet, Tanya","11","Open",
"8404","THEA 258","1","Makeup for the Theater","3","","Lec","MW","0930-1045","FERG 222","Jaremski, Kathleen","1","Open",
"8415","THEA 311","1","Theater History II","3","","Lec","MWF","1500-1550","FERG 201","Godwin, Laura","0","Closed",
"8401","THEA 332","1","The Actor&#39;s Voice","3","","Lec","MW","1300-1415","FERG T107","Stetkevych, Julian","0","Closed",
"8416","THEA 336","1","Fundamentals of Play Directing","3","","Lec","TR","1100-1215","FERG 207","Gillman, Denise","7","Open",
"8405","THEA 354","1","Scene Design","3","","Lec","MW","1300-1415","FERG 222","Shuhy, David","5","Open",
"8417","THEA 380","1","Production","0 - 3","","Pra","","","ARR ","Lloyd, Laura","0","Closed",
"8418","THEA 380","2","Production","0 - 3","","Pra","","","ARR ","Staff, CNU","0","Closed",
"8406","THEA 430","1","Acting III","3","","Lec","TR","1500-1615","FERG T107","Gillman, Denise","8","Open",
"8419","THEA 438","1","A Call to Arms","3","","Lec","TR","1330-1445","FERG T107","Lloyd, Gregg","0","Closed",
"9256","THEA 438","2","A Call to Arms","3","","Lec","TR","0930-1045","FERG T107","Lloyd, Gregg","0","Closed",
"8420","THEA 491","1","Theater Practicum","1 - 3","","Pra","","","ARR ","Sweet, Tanya","0","Closed",
"8421","THEA 492","1","Arts Admin Internship","3","","Int","","","ARR ","Godwin, Laura","8","Open",
"8422","THEA 498","1","Thesis Project","3","","Lec","","","ARR ","Shuhy, David","5","Open",
"9322","TRMB 132","1","Applied Music: Trombone","1","","Lab","","","ARR ","Antonetti, Tanner","0","Closed",
"9323","TRMB 232","1","Applied Music: Trombone","1","","Lab","","","ARR ","Antonetti, Tanner","0","Closed",
"9324","TRMB 234","1","Applied Music: Trombone","2","","Lab","","","ARR ","Antonetti, Tanner","1","Open",
"9325","TRMB 434","1","Applied Music: Trombone","2","","Lab","","","ARR ","Antonetti, Tanner","0","Closed",
"9326","TRPT 134","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Rossum, Kelly","0","Closed",
"9327","TRPT 232","1","Applied Music: Trumpet","1","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9328","TRPT 234","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Rossum, Kelly","0","Closed",
"9329","TRPT 334","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Rossum, Kelly","0","Closed",
"9330","TRPT 432","1","Applied Music: Trumpet","1","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9331","TRPT 434","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9352","VOIC 131","1","Applied Music: Voice","1","","Lab","","","ARR ","Holland, Rachel","1","Open",
"9332","VOIC 132","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9353","VOIC 133","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, Rachel","0","Closed",
"9333","VOIC 134","1","Applied Music: Voice","2","","Lab","","","ARR ","McGuire, John","1","Open",
"9334","VOIC 134","2","Applied Music: Voice","2","","Lab","","","ARR ","Holland, Rachel","0","Closed",
"9335","VOIC 232","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
