CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8805","ECON 202","2","Principles of Microeconomics","3","  LLFE","Lec","MWF","1000-1050","FORBES 2012","Zestos, George","0","Closed",
"8806","ECON 202","3","Principles of Microeconomics","3","  LLFE","Lec","MWF","1100-1150","FORBES 2012","Zestos, George","0","Closed",
"8807","ECON 202","4","Principles of Microeconomics","3","  LLFE","Lec","TR","1500-1615","LUTR 121","Jiang, Yixiao","0","Closed",
"8808","ECON 202","5","Principles of Microeconomics","3","  LLFE","Lec","MW","1600-1715","LUTR 137","Chakraborti, Rik","0","Closed",
"8809","ECON 202","6","Principles of Microeconomics","3","  LLFE","Lec","M","1800-2045","LUTR 137","Hines, Sunita","0","Closed",
"8810","ECON 202","7","Principles of Microeconomics","3","  LLFE","Lec","T","1800-2045","LUTR 131","Hamed, Hazem","0","Closed",
"8811","ECON 202","8","Principles of Microeconomics","3","  LLFE","Lec","W","1800-2045","FORBES 2012","Cann-Tamakloe, Ralph","0","Closed",
"8812","ECON 202","9","Principles of Microeconomics","3","  LLFE","Lec","R","1800-2045","FORBES 2012","Cann-Tamakloe, Ralph","0","Closed",
"8828","ECON 300","1","Quantitative Methods in ECON","3","","Lec","TR","1330-1445","LUTR 137","Jiang, Yixiao","5","Open",
"8813","ECON 303","1","Intrm Microeconomic Analysis","3","","Lec","MWF","0900-0950","FORBES 2074","Taghvatalab, Sara","5","Open",
"8814","ECON 303","2","Intrm Microeconomic Analysis","3","","Lec","MWF","1000-1050","FORBES 2074","Taghvatalab, Sara","0","Closed",
"9190","ECON 395","1","SPC TP: Mod Mthds Data Science","3","","Lec","TR","0930-1045","MCM 257","He, Zhaochen","4","Open",
"8803","ECON 425","1","Economics of the Public Sector","3","","Lec","TR","1100-1215","LUTR 242","Pradhan, Gyanendra","1","Open",
"8815","ECON 470","1","International Trade/Finance","3","","Lec","MW","1600-1715","LUTR 242","Zestos, George","0","Closed",
"8816","ECON 475","1","Money and Banking","3","","Lec","TR","0930-1045","FORBES 2012","Winder, Robert","1","Open",
"8817","ECON 490","1","WI:Senior Seminar in Economics","3","  WI","Lec","TR","1100-1215","LUTR 131","Taylor, Travis","0","Closed",
"8818","ECON 490","2","WI:Senior Seminar in Economics","3","  WI","Lec","TR","1500-1615","LUTR 131","Taylor, Travis","0","Closed",
"8819","ECON 490","3","WI:Senior Seminar in Economics","3","  WI","Lec","M","1800-2045","LUTR 170","Taylor, Travis","0","Closed",
"8068","EENG 221","1","Signals and Systems","3","","Lec","MWF","1100-1150","LUTR 206","Backens, Jonathan","9","Open",
"8069","EENG 311","1","Electric Circuits II","3","","Lec","MWF","1000-1050","LUTR 206","Doost Mohammadi, Farideh","9","Open",
"8070","EENG 311L","1","Electric Circuits II Lab","1","","Lab","R","1800-2045","LUTR 206","Doost Mohammadi, Farideh","8","Open",
"8071","EENG 421","1","Industrial Control &amp; Data Acq.","3","","Lec","TR","1100-1215","LUTR 206","Doost Mohammadi, Farideh","13","Open",
"8072","EENG 461","1","Communication Systems II","3","","Lec","MWF","1300-1350","LUTR 206","Backens, Jonathan","15","Open",
"8073","EENG 498","1","WI: Electrical Eng. Capstone","1 - 3","  WI","Ind","MWF","1100-1150","LUTR 322","Riedl, Anton","9","Open",
"8916","ENGL 123","1","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1500-1550","MCM 207","Anderson, Amy","0","Closed",
"8925","ENGL 123","10","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1400-1450","MCM 162","Garton-Gundling, Kyle","0","Closed",
"8926","ENGL 123","11","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 364","Healy, Mary","0","Closed",
"8927","ENGL 123","12","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1100-1150","MCM 364","Healy, Mary","0","Closed",
"8928","ENGL 123","13","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1400-1450","MCM 316","Healy, Mary","0","Closed",
"8929","ENGL 123","14","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 210","Hopkins, Patricia","0","Closed",
"8930","ENGL 123","15","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1200-1250","MCM 364","Hopkins, Patricia","0","Closed",
"8931","ENGL 123","16","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1200-1250","MCM 314","Marinova, Margarita","0","Closed",
"8932","ENGL 123","17","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1100-1150","MCM 200B","Pollard, Scott","0","Closed",
"9354","ENGL 123","19","First-Year Writing Seminar","3","  LLFW","Lec","TR","1100-1215","MCM 164","Rowley, Sharon","0","Closed",
"8917","ENGL 123","2","First-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 314","Bunch, Imogene","0","Closed",
"8918","ENGL 123","3","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 314","Bunch, Imogene","0","Closed",
"8919","ENGL 123","4","First-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 362","Cornette Jr, James","0","Closed",
"8920","ENGL 123","5","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1100-1150","MCM 210","Cornette Jr, James","0","Closed",
"8921","ENGL 123","6","First-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","FORBES 2088","Davis, Cynthia","0","Closed",
"8922","ENGL 123","7","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1100-1150","MCM 262","Eleftheriou, Joanna","0","Closed",
"8923","ENGL 123","8","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1300-1350","MCM 210","Eleftheriou, Joanna","0","Closed",
"8924","ENGL 123","9","First-Year Writing Seminar","3","  LLFW","Lec","MWF","1200-1250","MCM 366","Dorsty, George","0","Closed",
"8934","ENGL 200","1","Lit Foundation I:Ancient-17thC","3","","Lec","TR","1500-1615","MCM 164","Apolloni, Jessica","0","Closed",
"8935","ENGL 201","1","Lit Foundation II:18thC-mid 19","3","","Lec","MWF","1300-1350","MCM 212","Pollard, Scott","0","Closed",
"8936","ENGL 202","1","Lit Foundation III: Mid 19thC-","3","","Lec","MWF","1500-1550","MCM 162","Garton-Gundling, Kyle","0","Closed",
"8939","ENGL 223","1","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1330-1445","MCM 366","Rodden, Dan","1","Open",
"8948","ENGL 223","10","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1200-1250","FORBES 2088","Davis, Cynthia","0","Closed",
"8949","ENGL 223","11","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 366","Dorsty, George","0","Closed",
"8950","ENGL 223","12","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1400-1450","MCM 357","Dorsty, George","0","Closed",
"8951","ENGL 223","13","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1300-1350","MCM 316","Healy, Mary","0","Closed",
"8952","ENGL 223","14","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","TRIB 1210","Rose, Andrew","0","Closed",
"8953","ENGL 223","15","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1400-1450","MCM 307","Rose, Andrew","0","Closed",
"8954","ENGL 223","16","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1630-1745","MCM 260","Rowley, Sharon","7","Open",
"8955","ENGL 223","17","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1500-1615","MCM 262","Shortsleeve, Kevin","8","Open",
"8956","ENGL 223","18","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","FORBES 2012","Stewart, Nathan","8","Open",
"8957","ENGL 223","19","Second-Year Writing Seminar","3","  LLFW","Lec","TR","0930-1045","MCM 314","Teekell, Anna","0","Closed",
"8940","ENGL 223","2","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1330-1445","MCM 164","Apolloni, Jessica","0","Closed",
"8958","ENGL 223","20","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1100-1215","MCM 207","Teekell, Anna","0","Closed",
"8942","ENGL 223","4","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1200-1250","FORBES 2012","Bunch, Imogene","2","Open",
"8943","ENGL 223","5","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1300-1350","FORBES 2012","Bunch, Imogene","6","Open",
"8944","ENGL 223","6","Second-Year Writing Seminar","3","  LLFW","Lec","TR","0930-1045","MCM 112","Carney, Jason","0","Closed",
"8945","ENGL 223","7","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1500-1615","MCM 314","Carney, Jason","0","Closed",
"8946","ENGL 223","8","Second-Year Writing Seminar","3","  LLFW","Lec","TR","0930-1045","MCM 207","Cornette Jr, James","1","Open",
